Depth_m	Gas_Age_AD	CH4_ppb
90.21690008	1614.668	689.2361951
90.2176798	1614.6614	689.7798581
90.2184602	1614.6548	685.8372476
90.21923992	1614.6482	689.3231436
90.22002033	1614.6416	691.6003838
90.22081005	1614.635	685.2035451
90.22160977	1614.6284	690.8090603
90.22241018	1614.6218	696.2208252
90.2232099	1614.6152	692.7484848
90.22401031	1614.6086	711.0415356
90.22481002	1614.602	702.7696358
90.22560974	1614.5954	704.5411944
90.22641015	1614.5888	697.6995067
90.22719987	1614.5822	698.1223262
90.22798027	1614.5756	691.3786655
90.22876	1614.569	689.429436
90.22953973	1614.5624	688.1231236
90.23032013	1614.5558	688.1069169
90.23109985	1614.5492	690.0708366
90.23188024	1614.5426	691.7865749
90.23265998	1614.536	693.7369273
90.23343969	1614.5294	696.0799085
90.2342201	1614.5228	689.1477763
90.23500982	1614.5162	684.5188728
90.23581023	1614.5096	686.7137717
90.23660994	1614.503	688.8367479
90.23740967	1614.4964	690.6943405
90.23821007	1614.4898	688.9128728
90.2390098	1614.4832	680.9190209
90.2398102	1614.4766	678.8861999
90.24060993	1614.47	676.2949215
90.24141033	1614.4634	680.1349788
90.24221005	1614.4568	679.304713
90.24300977	1614.4502	677.2882028
90.24381018	1614.4436	673.8967682
90.2446099	1614.437	670.5344825
90.24541031	1614.4304	672.2583472
90.24621002	1614.4238	669.7817886
90.24700974	1614.4172	675.5755554
90.24781015	1614.4106	680.3765039
90.24860987	1614.404	684.5315255
90.24941028	1614.3974	678.5141072
90.25021	1614.3908	686.3656995
90.25100973	1614.3842	684.6650913
90.25181013	1614.3776	688.0097466
90.25261984	1614.371	688.0416505
90.25344026	1614.3644	683.3841886
90.25425997	1614.3578	684.2780191
90.25507969	1614.3512	683.3221519
90.2559001	1614.3446	683.870457
90.25671982	1614.338	679.4658185
90.25754023	1614.3314	678.8358899
90.25835995	1614.3248	678.0748264
90.25917966	1614.3182	678.503735
90.26000008	1614.3116	675.6078645
90.2608098	1614.305	677.2156434
90.2616102	1614.2984	671.5965378
90.26240993	1614.2918	674.1437689
90.26321033	1614.2852	676.3811408
90.26401005	1614.2786	672.139541
90.26480977	1614.272	672.5025811
90.26561018	1614.2654	678.9524966
90.2664099	1614.2588	674.4918295
90.26721031	1614.2522	675.7158122
90.26801002	1614.2456	674.9155287
90.26880975	1614.239	677.6426882
90.26961015	1614.2324	673.7981393
90.27040988	1614.2258	677.7454035
90.27121029	1614.2192	676.5953577
90.27202	1614.2126	678.2044332
90.27283971	1614.206	678.7970287
90.27366013	1614.1994	678.9842037
90.27447984	1614.1928	684.2213306
90.27530026	1614.1862	681.6537717
90.27611998	1614.1796	680.7027897
90.27693969	1614.173	684.7254379
90.27776011	1614.1664	680.1473306
90.27857982	1614.1598	680.1785515
90.27940024	1614.1532	679.5566451
90.28020995	1614.1466	679.6010397
90.28100967	1614.14	680.5757992
90.28182008	1614.1334	679.3003141
90.28263979	1614.1268	681.2514421
90.28346021	1614.1202	674.5697602
90.28427992	1614.1136	678.1295007
90.28510035	1614.107	680.0940223
90.28592005	1614.1004	676.5376505
90.28673977	1614.0938	679.6304663
90.28756018	1614.0872	678.0152671
90.2883799	1614.0806	679.7187114
90.28920031	1614.074	680.6801815
90.29001003	1614.0674	680.202792
90.29081974	1614.0608	679.8146663
90.29164016	1614.0542	679.7646804
90.29245987	1614.0476	673.2309882
90.29328029	1614.041	681.8091239
90.2941	1614.0344	677.5125258
90.29491971	1614.0278	679.9725883
90.29574013	1614.0212	672.4932044
90.29655984	1614.0146	669.6897581
90.29739027	1614.008	671.7514616
90.29822997	1614.0014	682.5851669
90.29905968	1613.9948	676.3021219
90.29988011	1613.9882	674.9913989
90.30070982	1614	672.1840398
90.30155025	1613.993043	673.2831852
90.30238995	1613.986087	675.5858582
90.30322965	1613.97913	673.9284059
90.30408008	1613.972174	675.0931997
90.30493978	1613.965217	677.7749227
90.30579021	1613.958261	669.7619355
90.30662992	1613.951304	680.1549245
90.30748035	1613.944348	676.1383075
90.30834006	1613.937391	676.1553708
90.30918975	1613.930435	680.5914038
90.3100302	1613.923478	675.3946662
90.31087989	1613.916522	675.5260904
90.31174033	1613.909565	677.5777111
90.31259003	1613.902609	675.9168902
90.31342974	1613.895652	683.7310105
90.31427016	1613.888696	681.8546992
90.31510986	1613.881739	672.4495507
90.3159503	1613.874783	680.2278891
90.31679	1613.867826	672.4587769
90.3176297	1613.86087	684.0154716
90.31848014	1613.853913	681.4377952
90.31932984	1613.846957	677.5485045
90.32018028	1613.84	673.2046524
90.32103997	1613.833044	677.729903
90.32189967	1613.826087	683.2141347
90.32275011	1613.81913	680.5042122
90.32358981	1613.812174	684.8282805
90.32442024	1613.805217	680.0409572
90.32522995	1613.798261	680.3030879
90.32602966	1613.791304	680.1823253
90.32681008	1613.784348	687.5306554
90.3275698	1613.777391	685.8611871
90.32831019	1613.770435	681.6985599
90.32902993	1613.763478	672.4734671
90.32975031	1613.756522	676.383375
90.33048004	1613.749565	675.3919111
90.33120979	1613.742609	675.4299156
90.33193016	1613.735652	674.823093
90.33264991	1613.728696	683.734657
90.33337028	1613.721739	681.2553433
90.33410002	1613.714783	683.3351056
90.33482977	1613.707826	681.8290812
90.33556014	1613.70087	681.6016443
90.33628988	1613.693913	682.3847024
90.33701025	1613.686957	689.4319712
90.33773	1613.68	683.8090107
90.33844975	1613.673044	693.1212026
90.33917012	1613.666087	693.5192028
90.33988986	1613.659131	695.3000338
90.34061023	1613.652174	694.1348927
90.34132998	1613.645217	692.2715005
90.34204972	1613.638261	696.3901382
90.3427701	1613.631304	691.7658188
90.34349983	1613.624348	689.3395008
90.34423021	1613.617391	685.5943333
90.34494995	1613.610435	690.6404419
90.3456697	1613.603478	680.9907584
90.34639007	1613.596522	682.8060749
90.34711982	1613.589565	684.4710632
90.34785018	1613.582609	680.5816683
90.34856993	1613.575652	672.9975896
90.3492903	1613.568696	679.4431755
90.35001005	1613.561739	679.1381783
90.35072979	1613.554783	677.2121821
90.35145017	1613.547826	674.3227364
90.35216991	1613.54087	671.8014128
90.35289028	1613.533913	671.7802052
90.35361002	1613.526957	671.3672603
90.35432977	1613.52	684.7904033
90.35505014	1613.513044	685.4842671
90.35576988	1613.506087	680.8082717
90.35649025	1613.499131	687.4388333
90.35721	1613.492174	689.4085989
90.35791975	1613.485218	690.6347811
90.35863012	1613.478261	692.6885897
90.35934986	1613.471304	687.9974874
90.36007023	1613.464348	690.9490277
90.36078998	1613.457391	696.7014097
90.36149973	1613.450435	700.1485719
90.36221009	1613.443478	693.8521564
90.36291984	1613.436522	694.6026624
90.3636302	1613.429565	691.9463028
90.36433996	1613.422609	692.2229385
90.3650497	1613.415652	686.3164893
90.36576007	1613.408696	685.8153339
90.36645982	1613.401739	678.1820449
90.36716018	1613.394783	684.4440213
90.36785993	1613.387826	682.2222078
90.3685603	1613.38087	683.7120256
90.36926004	1613.373913	683.71551
90.3699598	1613.366957	676.4494054
90.37066015	1613.36	676.9801263
90.37135991	1613.353044	671.5632911
90.37206027	1613.346087	663.5214444
90.37276002	1613.339131	667.5974471
90.37345977	1613.332174	664.4808192
90.37416013	1613.325218	664.4579099
90.37484989	1613.318261	668.5684907
90.37554024	1613.311305	667.8963553
90.37623	1613.304348	666.6084721
90.37691976	1613.297391	669.4794539
90.37761011	1613.290435	673.6448014
90.37829987	1613.283478	669.6550875
90.37899022	1613.276522	672.0831998
90.37967998	1613.269565	680.7743536
90.38036973	1613.262609	683.6709418
90.38106009	1613.255652	671.7456851
90.38175984	1613.248696	681.3449659
90.3824602	1613.241739	683.3305215
90.38315995	1613.234783	684.8218326
90.38385971	1613.227826	685.0076764
90.38456006	1613.22087	680.9706969
90.38525982	1613.213913	682.5832452
90.38596017	1613.206957	674.1970771
90.38664994	1613.2	679.5644706
90.38734028	1613.193044	680.046259
90.38803112	1613.186087	686.1093685
90.4553097	1612.5	680.4212805
90.45602007	1612.49219	676.9479562
90.45672982	1612.48438	680.4737205
90.45744017	1612.47657	680.777537
90.45812994	1612.46876	680.8402798
90.45882028	1612.46095	676.8902605
90.45951005	1612.45314	679.4962754
90.4601998	1612.44533	679.7514488
90.46089016	1612.43752	683.7732172
90.46156991	1612.42971	677.6566027
90.46225027	1612.4219	689.2452245
90.46293002	1612.41409	687.6858686
90.46359979	1612.40628	684.4454683
90.46427013	1612.39847	682.8251871
90.4649499	1612.39066	683.5230447
90.46563024	1612.38285	681.1199832
90.46631	1612.37504	674.9424896
90.46697976	1612.36723	679.8641544
90.46765011	1612.35942	681.0971086
90.46832987	1612.35161	681.4947268
90.46900022	1612.3438	680.2452533
90.46966998	1612.33599	681.7909493
90.47034974	1612.32818	685.256946
90.47103009	1612.32037	685.7046542
90.47170985	1612.31256	688.941107
90.4723802	1612.30475	686.8123543
90.47304996	1612.29694	689.4121991
90.47372972	1612.28913	695.8522748
90.47440007	1612.28132	688.5922477
90.47506982	1612.27351	691.1122169
90.47575018	1612.2657	690.1257308
90.47642993	1612.25789	680.420667
90.47711028	1612.25008	684.0299534
90.47778004	1612.24227	677.6004352
90.47844981	1612.23446	679.5529755
90.47913015	1612.22665	675.8909596
90.47979992	1612.21884	678.5667556
90.48047026	1612.21103	674.4061658
90.48115003	1612.20322	680.6926837
90.48182978	1612.19541	676.6588646
90.48251013	1612.1876	671.2120818
90.48318989	1612.17979	668.9982211
90.48387024	1612.17198	671.6766449
90.48455	1612.16417	675.1741866
90.48522976	1612.15636	676.7769993
90.48591011	1612.14855	685.1643019
90.48659987	1612.14074	686.9268079
90.48729022	1612.13293	698.8959382
90.48796998	1612.12512	695.7283751
90.4906902	1612.09388	687.1065973
90.49137995	1612.08607	693.4902045
90.49206972	1612.07826	684.5339912
90.49275006	1612.07045	689.7630032
90.49342983	1612.06264	686.788438
90.49411017	1612.05483	687.6764804
90.49478994	1612.04702	677.8918651
90.49547028	1612.03921	671.8488982
90.49615005	1612.0314	679.793806
90.4968298	1612.02359	673.8178188
90.49751016	1612.01578	668.4714824
90.49818991	1612.00797	670.8103193
90.49887027	1612.00016	676.8064954
90.49955002	1611.99235	675.458694
90.50022978	1611.98454	671.0040118
90.50091013	1611.97673	667.2762433
90.50158989	1611.96892	671.768849
90.50227024	1611.96111	675.2559375
90.50295	1611.9533	674.2094058
90.50361976	1611.94549	664.9421062
90.50429011	1611.93768	679.0692307
90.50495987	1611.92987	685.6170573
90.50562022	1611.92206	676.5083397
90.50628998	1611.91425	677.0619351
90.50695974	1611.90644	680.0129081
90.50762009	1611.89863	675.5399124
90.50828985	1611.89082	677.2387494
90.50896019	1611.88301	683.0979216
90.50961996	1611.8752	680.1198487
90.51028972	1611.86739	678.0093401
90.51096007	1611.85958	681.2114812
90.51161983	1611.85177	686.8443508
90.51229018	1611.84396	695.9545155
90.51295993	1611.83615	713.7625828
90.51362438	1611.82834	693.1201839
90.56661	1611.157	688.4120878
90.56727976	1611.15	684.7445501
90.56794011	1611.143	690.0168801
90.56859987	1611.136	684.9574474
90.56926021	1611.129	690.9008361
90.56991998	1611.122	680.9793096
90.57057974	1611.115	682.9622836
90.57124009	1611.108	692.1825261
90.57189985	1611.101	693.2328547
90.57256019	1611.094	683.8798337
90.57321995	1611.087	685.391762
90.57387973	1611.08	696.9649296
90.57454006	1611.073	695.7663565
90.57520983	1611.066	696.8987833
90.57588017	1611.059	698.7875737
90.57653994	1611.052	699.650438
90.57720027	1611.045	697.781165
90.57786004	1611.038	701.227679
90.57851981	1611.031	697.2819313
90.57918015	1611.024	697.0871854
90.57983991	1611.017	693.2888602
90.58050025	1611.01	691.9531443
90.58116002	1611.003	691.0658544
90.58180979	1610.996	690.9132458
90.58246013	1610.989	684.6917744
90.58311989	1610.982	680.4460072
90.58378023	1610.975	681.8994527
90.58443	1610.968	680.075732
90.58507977	1610.961	685.4696001
90.5857401	1610.954	677.9423488
90.58638987	1610.947	681.3985983
90.58703021	1610.94	677.9644477
90.58767997	1610.933	678.7359297
90.58833975	1610.926	681.262451
90.58899008	1610.919	675.0250508
90.58963986	1610.912	673.6407382
90.59030019	1610.905	679.5306798
90.59095996	1610.898	667.772363
90.59160973	1610.891	667.9159769
90.59226007	1610.884	679.0228218
90.59291983	1610.877	675.3035039
90.59358017	1610.87	677.2529302
90.59422993	1610.863	682.7784773
90.59488027	1610.856	675.7224685
90.59554004	1610.849	670.9633331
90.59618981	1610.842	668.0677289
90.59684015	1610.835	677.9578956
90.59749991	1610.828	678.6119026
90.59816025	1610.821	676.9058768
90.59881002	1610.814	679.828604
90.5994598	1610.807	672.9324736
90.60012013	1610.8	682.8910555
90.60077989	1610.7928	685.2046564
90.60143023	1610.7856	688.0573825
90.60207	1610.7784	685.0072481
90.60271977	1610.7712	690.9061149
90.6033701	1610.764	698.3691648
90.60400988	1610.7568	697.1247617
90.6046502	1610.7496	683.0398208
90.60529998	1610.7424	683.0907096
90.60594975	1610.7352	678.8448151
90.60659008	1610.728	679.0084095
90.60722986	1610.7208	685.8736778
90.60787019	1610.7136	686.0483853
90.60851996	1610.7064	688.2642255
90.60916973	1610.6992	683.6835945
90.60981006	1610.692	689.9611524
90.61044984	1610.6848	689.0754368
90.61109016	1610.6776	688.5844801
90.61172994	1610.6704	686.1048075
90.61237026	1610.6632	693.4741599
90.61301004	1610.656	691.2129527
90.61364982	1610.6488	692.1256292
90.61429014	1610.6416	684.1952148
90.61492992	1610.6344	684.8524631
90.61557024	1610.6272	684.7563578
90.61621003	1610.62	679.7999298
90.61684979	1610.6128	683.7552394
90.61750013	1610.6056	688.3025194
90.6181499	1610.5984	678.2710887
90.61879022	1610.5912	684.9314705
90.61943	1610.584	687.3709853
90.62007977	1610.5768	683.1865718
90.6207401	1610.5696	679.5626184
90.62138988	1610.5624	684.7756206
90.62203021	1610.5552	685.9349157
90.62267998	1610.548	682.135375
90.62333975	1610.5408	685.1692218
90.62399008	1610.5336	685.8681444
90.62463986	1610.5264	685.9844964
90.6253002	1610.5192	686.2528319
90.62596996	1610.512	684.4358717
90.62663972	1610.5048	690.5268565
90.62730006	1610.4976	681.6666213
90.62796983	1610.4904	690.1478297
90.62865017	1610.4832	694.5568324
90.62931994	1610.476	695.8561991
90.62999028	1610.4688	681.0796749
90.63068005	1610.4616	690.279416
90.6313698	1610.4544	692.5477078
90.63205016	1610.4472	690.9195201
90.63272991	1610.44	690.6170812
90.63341027	1610.4328	692.5804568
90.63409002	1610.4256	688.6882488
90.63475979	1610.4184	689.65597
90.63542013	1610.4112	695.2640667
90.63608989	1610.404	689.9145584
90.63676023	1610.3968	690.567431
90.63741	1610.3896	692.1637148
90.63804977	1610.3824	691.3230189
90.6387001	1610.3752	686.1633482
90.63934988	1610.368	689.7670549
90.63999021	1610.3608	687.2319556
90.64062998	1610.3536	689.7566826
90.64126976	1610.3464	684.84135
90.64191008	1610.3392	681.3822065
90.64254986	1610.332	686.2072797
90.64319019	1610.3248	669.0376148
90.64382996	1610.3176	670.9642708
90.64446973	1610.3104	668.1029204
90.64510006	1610.3032	666.5918256
90.64572984	1610.296	667.8046605
90.64637017	1610.2888	669.2013712
90.64700994	1610.2816	664.9567617
90.64765027	1610.2744	671.8225046
90.64829004	1610.2672	670.6269529
90.64891982	1610.26	670.9282921
90.64955014	1610.2528	671.3721686
90.65018992	1610.2456	671.4479461
90.65083024	1610.2384	666.8564336
90.65147003	1610.2312	670.1455928
90.6520998	1610.224	669.8178715
90.65272012	1610.2168	674.2765591
90.6533399	1610.2096	664.6385097
90.65397023	1610.2024	672.0943014
90.65461	1610.1952	666.6845044
90.65524977	1610.188	661.7554888
90.6558801	1610.1808	668.6559949
90.65650988	1610.1736	671.1359337
90.65715021	1610.1664	670.5050443
90.65778998	1610.1592	674.1391847
90.65842976	1610.152	678.1633031
90.65907008	1610.1448	677.1062139
90.65971986	1610.1376	679.9448055
90.66037019	1610.1304	684.6352827
90.66100995	1610.1232	687.8673713
90.66164974	1610.116	714.9674302
90.66229006	1610.1088	705.6439283
90.66292984	1610.1016	701.3055866
90.66357016	1610.0944	685.2254472
90.66420994	1610.0872	690.4805403
90.66485027	1610.08	685.2292442
90.66550005	1610.0728	686.2986851
90.66614981	1610.0656	676.3633829
90.66679015	1610.0584	680.2413753
90.66742992	1610.0512	678.9181154
90.66808026	1610.044	684.7166284
90.66874002	1610.0368	678.2612143
90.66938979	1610.0296	679.2495294
90.67003012	1610.0224	681.6046772
90.6706799	1610.0152	681.3617514
90.67134023	1610.008	676.7709682
90.67199	1610.0008	677.2371056
90.67262977	1609.9936	678.7050792
90.6732701	1609.9864	676.7334382
90.67390988	1609.9792	678.0415681
90.67455021	1609.972	679.8097927
90.67518998	1609.9648	680.6183184
90.67582976	1609.9576	677.9843471
90.67647008	1609.9504	681.6302721
90.67710986	1609.9432	677.4209699
90.67775018	1609.936	682.5846344
90.67838996	1609.9288	685.196993
90.67902973	1609.9216	688.5970981
90.67967007	1609.9144	698.567013
90.68031983	1609.9072	701.4910946
90.68097017	1609.9	713.8265759
90.68160994	1609.8928	688.2260936
90.68225027	1609.8856	690.1931388
90.68289004	1609.8784	693.2117977
90.68352982	1609.8712	685.768462
90.68417014	1609.864	685.4589037
90.68480992	1609.8568	683.3136897
90.68545024	1609.8496	686.9135995
90.68609002	1609.8424	680.6581173
90.68672979	1609.8352	679.8117607
90.68737012	1609.828	673.4612382
90.6880099	1609.8208	681.404016
90.68865023	1609.8136	682.7762199
90.68929	1609.8064	679.3497327
90.68992977	1609.7992	676.97156
90.69057377	1609.792	669.9116153
90.71399552	1609.7848	680.6608261
90.71472943	1609.7776	677.5796096
90.71545837	1609.7704	678.5437653
90.7577521	1608.906	679.596606
90.75848104	1608.899	685.8040355
90.75920999	1608.892	682.5986994
90.75993955	1608.885	688.8020425
90.7606685	1608.878	686.86535
90.76139807	1608.871	682.0698539
90.76212701	1608.864	681.9610263
90.76285658	1608.857	688.8712449
90.76358552	1608.85	683.7400862
90.76431446	1608.843	678.1247197
90.76504403	1608.836	688.2531123
90.76577298	1608.829	674.2781103
90.76650255	1608.822	681.2949801
90.76723149	1608.815	678.1449085
90.76796043	1608.808	681.1418158
90.76869	1608.801	675.3220142
90.76941894	1608.794	680.2493976
90.77014852	1608.787	671.5556971
90.77087746	1608.78	672.0046787
90.77160641	1608.773	679.5755837
90.77233597	1608.766	681.465578
90.77306491	1608.759	685.3663407
90.77379449	1608.752	683.9119807
90.77452342	1608.745	685.9928544
90.77525237	1608.738	685.8240623
90.77598193	1608.731	695.5996944
90.77671088	1608.724	697.8686114
90.77744045	1608.717	695.0626414
90.7781694	1608.71	681.5507786
